2024-04-20 19:57:33,5.0
2024-04-20 19:57:43,0.0
2024-04-20 19:57:53,21.0
2024-04-20 20:01:33,0.0
2024-04-20 20:01:43,0.0
2024-04-20 20:01:53,0.0
2024-04-20 20:02:03,0.0
2024-04-20 20:02:13,0.0
2024-04-20 20:02:23,0.0
2024-04-20 20:02:33,0.0
2024-04-20 20:02:43,0.0
2024-04-20 20:02:53,0.0
2024-04-20 20:03:58,0.0
2024-04-20 20:04:08,0.0
2024-04-20 20:04:18,0.0
2024-04-20 20:04:28,0.0
2024-04-20 20:04:38,0.0
2024-04-20 20:04:48,0.0
2024-04-20 20:04:58,0.0
2024-04-20 20:15:09,0.0
2024-04-20 20:15:19,0.0
2024-04-20 20:15:29,0.0
2024-04-20 20:15:39,0.0
2024-04-20 20:16:06,0.0
